"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2515","Verify app title using loop","chromium","Mon Jan 06 17:13:08 IST 2025","passed","Mon Jan 06 17:13:10 IST 2025","","auto_suggestion.spec.js","",""
